"Item Code","Item Group","Default Unit of Measure","Standard Selling Rate","ID (Barcodes)","Barcode (Barcodes)","Barcode Type (Barcodes)","UOM (Barcodes)","Colour (Variant Attributes)","Attribute Value (Variant Attributes)","Default Warehouse (Item Defaults)"
"NOU-DRE-SIN-PNK-S","Dresses","Size",750.0,"mqpuoavf63","1097483983","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","S - 54",""
"NOU-DRE-SIN-SIL-XS","Dresses","Size",750.0,"mqrcj86911","1097483437","CODE-39","Size","","Silver","Stores - BAE"
"","","","","","","","","","XS - 52",""
"NOU-DRE-SIN-BLU-XS","Dresses","Size",750.0,"mqsp4tm8km","1097488937","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XS - 52",""
"NOU-DRE-SIN-PNK-XS","Dresses","Size",750.0,"mqr2tj8agj","1097483937","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","XS - 52",""
"NOU-DRE-SIN","Dresses","Size",750.0,"mquq3jmvfb","109748","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ASW-KHI-SIN-FRE","Aswad Collection Niqabs / Khimaars","Size",600.0,"o424e8tbuc","23024899","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"MAW-ABA-SIN-PUR-L","Glitz n Glam Abayas","Size",1150.0,"mnv20m02h9","8118480976","CODE-39","Size","","Purple","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAW-ABA-SIN-PNK-L","Glitz n Glam Abayas","Size",1150.0,"mnt7t3not6","8118483976","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAW-ABA-SIN-PUR-M","Glitz n Glam Abayas","Size",1150.0,"mnvnps4lln","8118480977","CODE-39","Size","","Purple","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAW-ABA-SIN-PNK-M","Glitz n Glam Abayas","Size",1150.0,"mnurjk0317","8118483977","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAW-ABA-SIN-PUR-S","Glitz n Glam Abayas","Size",1150.0,"mo0ic7vv37","8118480983","CODE-39","Size","","Purple","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAW-ABA-SIN-PNK-S","Glitz n Glam Abayas","Size",1150.0,"mnu2qij12v","8118483983","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAW-ABA-SIN-PUR-XS","Glitz n Glam Abayas","Size",1150.0,"mo1petutn5","8118480937","CODE-39","Size","","Purple","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAW-ABA-SIN-PNK-XS","Glitz n Glam Abayas","Size",1150.0,"mo121jscvq","8118483937","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAW-ABA-SIN","Glitz n Glam Abayas","Size",1150.0,"mo2ctd291n","811848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"NAG-ABA-SIN-STG-L","Abayas","Size",1150.0,"mnir9iu9ld","7018483276","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","L - 58",""
"NAG-ABA-SIN-CHO-L","Abayas","Size",1150.0,"mngufi7rht","7018483676","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","L - 58",""
"NAG-ABA-SIN-STG-M","Abayas","Size",1150.0,"mnipamdjuu","7018483277","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","M - 56",""
"NAG-ABA-SIN-CHO-M","Abayas","Size",1150.0,"mnhggtrpd7","7018483677","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","M - 56",""
"NAG-ABA-SIN-STG-S","Abayas","Size",1150.0,"mnjf55hmfl","7018483283","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","S - 54",""
"NAG-ABA-SIN-CHO-S","Abayas","Size",1150.0,"mnh3cbe3mt","7018483683","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","S - 54",""
"NAG-ABA-SIN-STG-XS","Abayas","Size",1150.0,"mnk05cp56p","7018483237","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","XS - 52",""
"NAG-ABA-SIN-CHO-XS","Abayas","Size",1150.0,"mnjmorq42f","7018483637","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","XS - 52",""
"NAG-ABA-SIN","Abayas","Size",1150.0,"mnk8iam8kj","701848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"BYA-INL-SIN-STG-XXL","Inner Dressess","Size",250.0,"noef5ac8oi","8839483284","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INL-SIN-RED-XXL","Inner Dressess","Size",250.0,"noc2l5u5v5","8839486584","CODE-39","Size","","Red","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INL-SIN-GRA-XXL","Inner Dressess","Size",250.0,"npgmjln0kf","8839487284","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INL-SIN-CRE-XXL","Inner Dressess","Size",250.0,"no98pd2cr0","8839489684","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INL-SIN-NUD-XXL","Inner Dressess","Size",250.0,"npe5plhr19","8839480984","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INL-SIN-BLK-XXL","Inner Dressess","Size",250.0,"no61f9b0d5","8839481984","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INL-SIN-STG-XL","Inner Dressess","Size",250.0,"nod1ft8i6r","8839483216","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INL-SIN-RED-XL","Inner Dressess","Size",250.0,"nobrvm0l5s","8839486516","CODE-39","Size","","Red","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INL-SIN-GRA-XL","Inner Dressess","Size",250.0,"npp2nuk7it","8839487216","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INL-SIN-CRE-XL","Inner Dressess","Size",250.0,"no8o01len4","8839489616","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INL-SIN-NUD-XL","Inner Dressess","Size",250.0,"npncfqr19g","8839480916","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INL-SIN-BLK-XL","Inner Dressess","Size",250.0,"no53q0ikcu","8839481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INL-SIN-STG-L","Inner Dressess","Size",250.0,"noccn7dho4","8839483276","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INL-SIN-RED-L","Inner Dressess","Size",250.0,"no9t5lav6q","8839486576","CODE-39","Size","","Red","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INL-SIN-GRA-L","Inner Dressess","Size",250.0,"nq9doupvl3","8839487276","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INL-SIN-CRE-L","Inner Dressess","Size",250.0,"no6fugk0ik","8839489676","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INL-SIN-NUD-L","Inner Dressess","Size",250.0,"nq7khd5oea","8839480976","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INL-SIN-BLK-L","Inner Dressess","Size",250.0,"no4hno7ldi","8839481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INL-SIN-STG-M","Inner Dressess","Size",250.0,"nochi076co","8839483277","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INL-SIN-RED-M","Inner Dressess","Size",250.0,"noa9n7rhup","8839486577","CODE-39","Size","","Red","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INL-SIN-GRA-M","Inner Dressess","Size",250.0,"nq8jatmh7m","8839487277","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INL-SIN-CRE-M","Inner Dressess","Size",250.0,"no740lmddn","8839489677","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INL-SIN-NUD-M","Inner Dressess","Size",250.0,"nq74qufet0","8839480977","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INL-SIN-BLK-M","Inner Dressess","Size",250.0,"no4scoegt0","8839481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INL-SIN-STG-S","Inner Dressess","Size",250.0,"nodkib426f","8839483283","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INL-SIN-RED-S","Inner Dressess","Size",250.0,"noah9ht3s3","8839486583","CODE-39","Size","","Red","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INL-SIN-GRA-S","Inner Dressess","Size",250.0,"nq8ohf0cgf","8839487283","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INL-SIN-CRE-S","Inner Dressess","Size",250.0,"no7mhid7pp","8839489683","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INL-SIN-NUD-S","Inner Dressess","Size",250.0,"nq6a1rn662","8839480983","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INL-SIN-BLK-S","Inner Dressess","Size",250.0,"no523mcdmd","8839481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INL-SIN-STG-XS","Inner Dressess","Size",250.0,"noehtosrj4","8839483237","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INL-SIN-RED-XS","Inner Dressess","Size",250.0,"nobjrgagg5","8839486537","CODE-39","Size","","Red","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INL-SIN-GRA-XS","Inner Dressess","Size",250.0,"npoqese793","8839487237","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INL-SIN-CRE-XS","Inner Dressess","Size",250.0,"no8g1melur","8839489637","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INL-SIN-NUD-XS","Inner Dressess","Size",250.0,"npm14ini9n","8839480937","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INL-SIN-BLK-XS","Inner Dressess","Size",250.0,"no5jefv6kl","8839481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INL-SIN","Inner Dressess","Size",250.0,"o43umcjkr8","883948","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"BYA-INN-SIN-TUR-XXL","Inner Dressess","Size",250.0,"npdul13o0o","8853481384","CODE-39","Size","","Turquoise","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-PEA-XXL","Inner Dressess","Size",250.0,"nnj8o93t5m","8853484284","CODE-39","Size","","Peach ","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-LBL-XXL","Inner Dressess","Size",250.0,"npe1l38ka4","8853480684","CODE-39","Size","","Light Blue","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-DGR-XXL","Inner Dressess","Size",250.0,"nnf503bbru","8853485584","CODE-39","Size","","Dark Grey","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-DBL-XXL","Inner Dressess","Size",250.0,"nncqii9h88","8853489884","CODE-39","Size","","Dark Blue","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-CHO-XXL","Inner Dressess","Size",250.0,"nntol8g0nj","8853483684","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-WHT-XXL","Inner Dressess","Size",250.0,"nnmietn1g1","8853489184","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-BLU-XXL","Inner Dressess","Size",250.0,"no1lch6ep1","8853488984","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-CRE-XXL","Inner Dressess","Size",250.0,"nnq5ccgib3","8853489684","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-NUD-XXL","Inner Dressess","Size",250.0,"npdfmb0hpo","8853480984","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-BLK-XXL","Inner Dressess","Size",250.0,"no3l5mfieh","8853481984","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"BYA-INN-SIN-TUR-XL","Inner Dressess","Size",250.0,"npi91j3t2n","8853481316","CODE-39","Size","","Turquoise","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-PEA-XL","Inner Dressess","Size",250.0,"nnho8c0h85","8853484216","CODE-39","Size","","Peach ","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-LBL-XL","Inner Dressess","Size",250.0,"nplrlnotqv","8853480616","CODE-39","Size","","Light Blue","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-DGR-XL","Inner Dressess","Size",250.0,"nne0i7sm4i","8853485516","CODE-39","Size","","Dark Grey","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-DBL-XL","Inner Dressess","Size",250.0,"nnbfqase0r","8853489816","CODE-39","Size","","Dark Blue","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-CHO-XL","Inner Dressess","Size",250.0,"nnsu1s3r6q","8853483616","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-WHT-XL","Inner Dressess","Size",250.0,"nnl09dlg1f","8853489116","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-BLU-XL","Inner Dressess","Size",250.0,"nnvkc8462h","8853488916","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-CRE-XL","Inner Dressess","Size",250.0,"nnpq9jc0jj","8853489616","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-NUD-XL","Inner Dressess","Size",250.0,"npktbsjhks","8853480916","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-BLK-XL","Inner Dressess","Size",250.0,"no23p17ein","8853481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"BYA-INN-SIN-TUR-L","Inner Dressess","Size",250.0,"nq3ot4b7ov","8853481376","CODE-39","Size","","Turquoise","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-PEA-L","Inner Dressess","Size",250.0,"nngfd2126k","8853484276","CODE-39","Size","","Peach ","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-LBL-L","Inner Dressess","Size",250.0,"nq5oeu2u7a","8853480676","CODE-39","Size","","Light Blue","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-DGR-L","Inner Dressess","Size",250.0,"nndti9rmrg","8853485576","CODE-39","Size","","Dark Grey","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-DBL-L","Inner Dressess","Size",250.0,"nnakb8shc6","8853489876","CODE-39","Size","","Dark Blue","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-CHO-L","Inner Dressess","Size",250.0,"nnq7tu1dej","8853483676","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-WHT-L","Inner Dressess","Size",250.0,"nnjb6tjs3d","8853489176","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-BLU-L","Inner Dressess","Size",250.0,"nnt9omq2ha","8853488976","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-CRE-L","Inner Dressess","Size",250.0,"nnn5u9k0qn","8853489676","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-NUD-L","Inner Dressess","Size",250.0,"nq4g6857mr","8853480976","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-BLK-L","Inner Dressess","Size",250.0,"no1encvckp","8853481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"BYA-INN-SIN-TUR-M","Inner Dressess","Size",250.0,"nq2btpd696","8853481377","CODE-39","Size","","Turquoise","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-PEA-M","Inner Dressess","Size",250.0,"nngpuk1mvt","8853484277","CODE-39","Size","","Peach ","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-LBL-M","Inner Dressess","Size",250.0,"nq5357mfoc","8853480677","CODE-39","Size","","Light Blue","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-DGR-M","Inner Dressess","Size",250.0,"nndjuu5gh3","8853485577","CODE-39","Size","","Dark Grey","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-DBL-M","Inner Dressess","Size",250.0,"nnamva38rm","8853489877","CODE-39","Size","","Dark Blue","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-CHO-M","Inner Dressess","Size",250.0,"nnrpiccjtl","8853483677","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-WHT-M","Inner Dressess","Size",250.0,"nnkst3d067","8853489177","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-BLU-M","Inner Dressess","Size",250.0,"nnuejd64m8","8853488977","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-CRE-M","Inner Dressess","Size",250.0,"nnoah275lt","8853489677","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-NUD-M","Inner Dressess","Size",250.0,"nq320vu0nu","8853480977","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-BLK-M","Inner Dressess","Size",250.0,"no1cijh2ni","8853481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"BYA-INN-SIN-TUR-S","Inner Dressess","Size",250.0,"nq2rupchk1","8853481383","CODE-39","Size","","Turquoise","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-PEA-S","Inner Dressess","Size",250.0,"nnhl24uauj","8853484283","CODE-39","Size","","Peach ","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-LBL-S","Inner Dressess","Size",250.0,"nq4bpn17if","8853480683","CODE-39","Size","","Light Blue","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-DGR-S","Inner Dressess","Size",250.0,"nne17lg4f2","8853485583","CODE-39","Size","","Dark Grey","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-DBL-S","Inner Dressess","Size",250.0,"nnbqiciajb","8853489883","CODE-39","Size","","Dark Blue","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-CHO-S","Inner Dressess","Size",250.0,"nnrspc9u7h","8853483683","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-WHT-S","Inner Dressess","Size",250.0,"nnk48f9ma1","8853489183","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-BLU-S","Inner Dressess","Size",250.0,"nnur3goapa","8853488983","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-CRE-S","Inner Dressess","Size",250.0,"nnoejr381t","8853489683","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-NUD-S","Inner Dressess","Size",250.0,"nq3o39f0t5","8853480983","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-BLK-S","Inner Dressess","Size",250.0,"no2crgrnkh","8853481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"BYA-INN-SIN-TUR-XS","Inner Dressess","Size",250.0,"npih2fu2s9","8853481337","CODE-39","Size","","Turquoise","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-PEA-XS","Inner Dressess","Size",250.0,"nnihnipqqq","8853484237","CODE-39","Size","","Peach ","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-LBL-XS","Inner Dressess","Size",250.0,"npk4q7c0cn","8853480637","CODE-39","Size","","Light Blue","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-DGR-XS","Inner Dressess","Size",250.0,"nnf5q9mhuu","8853485537","CODE-39","Size","","Dark Grey","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-DBL-XS","Inner Dressess","Size",250.0,"nncnil7tv9","8853489837","CODE-39","Size","","Dark Blue","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-CHO-XS","Inner Dressess","Size",250.0,"nns6rckgq1","8853483637","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-WHT-XS","Inner Dressess","Size",250.0,"nnmp3jm1ti","8853489137","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-BLU-XS","Inner Dressess","Size",250.0,"no0nnjap5d","8853488937","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-CRE-XS","Inner Dressess","Size",250.0,"nnpi60vr4b","8853489637","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-NUD-XS","Inner Dressess","Size",250.0,"npjckersaa","8853480937","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN-BLK-XS","Inner Dressess","Size",250.0,"no3tohl69c","8853481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"BYA-INN-SIN","Inner Dressess","Size",250.0,"o43qlcgav3","885348","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALJ-INN-SIN-DGE-XL","Inner Dressess","Size",250.0,"npu2696q9k","1153486416","CODE-39","Size","","Dark Green","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-INN-SIN-NAV-XL","Inner Dressess","Size",250.0,"np8hal6cem","1153487516","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-INN-SIN-LGR-XL","Inner Dressess","Size",250.0,"nprivb74ah","1153486316","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-INN-SIN-GRA-XL","Inner Dressess","Size",250.0,"npt23pmjfn","1153487216","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-INN-SIN-NUD-XL","Inner Dressess","Size",250.0,"","","","","","Nude","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-INN-SIN-BLK-XL","Inner Dressess","Size",250.0,"nq01llabqq","1153481916","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-INN-SIN-DGE-L","Inner Dressess","Size",250.0,"nqfg72e44d","1153486476","CODE-39","Size","","Dark Green","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ALJ-INN-SIN-NAV-L","Inner Dressess","Size",250.0,"np746h115m","1153487576","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ALJ-INN-SIN-LGR-L","Inner Dressess","Size",250.0,"nqb4d9cu09","1153486376","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ALJ-INN-SIN-GRA-L","Inner Dressess","Size",250.0,"nqd2n1tvhd","1153487276","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ALJ-INN-SIN-NUD-L","Inner Dressess","Size",250.0,"","","","","","Nude","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ALJ-INN-SIN-BLK-L","Inner Dressess","Size",250.0,"nqh1i7cvh3","1153481976","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ALJ-INN-SIN-DGE-M","Inner Dressess","Size",250.0,"nqeu7votkv","1153486477","CODE-39","Size","","Dark Green","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ALJ-INN-SIN-NAV-M","Inner Dressess","Size",250.0,"np768h0v34","1153487577","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ALJ-INN-SIN-LGR-M","Inner Dressess","Size",250.0,"nqb78fpffq","1153486377","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ALJ-INN-SIN-GRA-M","Inner Dressess","Size",250.0,"nqd0k721v5","1153487277","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ALJ-INN-SIN-NUD-M","Inner Dressess","Size",250.0,"","","","","","Nude","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ALJ-INN-SIN-BLK-M","Inner Dressess","Size",250.0,"nqgei3v8ku","1153481977","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ALJ-INN-SIN-DGE-S","Inner Dressess","Size",250.0,"nqejch2bmc","1153486483","CODE-39","Size","","Dark Green","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ALJ-INN-SIN-NAV-S","Inner Dressess","Size",250.0,"np7b5q2n92","1153487583","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ALJ-INN-SIN-LGR-S","Inner Dressess","Size",250.0,"nqagkga0m9","1153486383","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ALJ-INN-SIN-GRA-S","Inner Dressess","Size",250.0,"nqcht214lp","1153487283","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ALJ-INN-SIN-NUD-S","Inner Dressess","Size",250.0,"","","","","","Nude","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ALJ-INN-SIN-BLK-S","Inner Dressess","Size",250.0,"nqfoqh0g69","1153481983","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ALJ-INN-SIN-DGE-XS","Inner Dressess","Size",250.0,"nptcnvlefg","1153486437","CODE-39","Size","","Dark Green","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-INN-SIN-NAV-XS","Inner Dressess","Size",250.0,"np9b2mdrmm","1153487537","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-INN-SIN-LGR-XS","Inner Dressess","Size",250.0,"npq7ggj1g8","1153486337","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
